"Country","Region/State","City","Zip/Postal Code","Zip to","Weight from","Weight to","Price From","Price To","Item From","Item To","Shipping Price","Algorithm","Delivery Type","Sort order"
"CAN","*","*","E5A 1C2","E5A 1C2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C3","E5A 1C3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C4","E5A 1C4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C5","E5A 1C5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C6","E5A 1C6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C7","E5A 1C7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C8","E5A 1C8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1C9","E5A 1C9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E1","E5A 1E1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E2","E5A 1E2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E3","E5A 1E3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E4","E5A 1E4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E5","E5A 1E5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E6","E5A 1E6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E7","E5A 1E7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E8","E5A 1E8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1E9","E5A 1E9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G1","E5A 1G1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G2","E5A 1G2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G3","E5A 1G3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G4","E5A 1G4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G5","E5A 1G5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G6","E5A 1G6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G7","E5A 1G7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G8","E5A 1G8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1G9","E5A 1G9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H1","E5A 1H1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H2","E5A 1H2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H3","E5A 1H3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H4","E5A 1H4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H5","E5A 1H5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H6","E5A 1H6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H7","E5A 1H7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H8","E5A 1H8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1H9","E5A 1H9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J1","E5A 1J1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J2","E5A 1J2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J3","E5A 1J3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J4","E5A 1J4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J5","E5A 1J5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J6","E5A 1J6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J7","E5A 1J7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J8","E5A 1J8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1J9","E5A 1J9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K1","E5A 1K1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K2","E5A 1K2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K3","E5A 1K3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K4","E5A 1K4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K5","E5A 1K5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K6","E5A 1K6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K7","E5A 1K7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K8","E5A 1K8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1K9","E5A 1K9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L1","E5A 1L1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L2","E5A 1L2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L3","E5A 1L3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L4","E5A 1L4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L5","E5A 1L5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L6","E5A 1L6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L7","E5A 1L7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L8","E5A 1L8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1L9","E5A 1L9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M1","E5A 1M1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M2","E5A 1M2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M3","E5A 1M3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M4","E5A 1M4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M5","E5A 1M5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M6","E5A 1M6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M7","E5A 1M7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M8","E5A 1M8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1M9","E5A 1M9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N1","E5A 1N1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N2","E5A 1N2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N3","E5A 1N3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N4","E5A 1N4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N5","E5A 1N5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N6","E5A 1N6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N7","E5A 1N7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N8","E5A 1N8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1N9","E5A 1N9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P1","E5A 1P1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P2","E5A 1P2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P3","E5A 1P3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P4","E5A 1P4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P5","E5A 1P5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P6","E5A 1P6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P7","E5A 1P7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P8","E5A 1P8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1P9","E5A 1P9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R1","E5A 1R1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R2","E5A 1R2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R3","E5A 1R3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R4","E5A 1R4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R5","E5A 1R5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R6","E5A 1R6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R7","E5A 1R7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R8","E5A 1R8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1R9","E5A 1R9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S1","E5A 1S1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S2","E5A 1S2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S3","E5A 1S3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S4","E5A 1S4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S5","E5A 1S5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S6","E5A 1S6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S7","E5A 1S7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S8","E5A 1S8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1S9","E5A 1S9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T1","E5A 1T1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T2","E5A 1T2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T3","E5A 1T3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T4","E5A 1T4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T5","E5A 1T5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T6","E5A 1T6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T7","E5A 1T7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T8","E5A 1T8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1T9","E5A 1T9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V1","E5A 1V1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V2","E5A 1V2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V3","E5A 1V3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V4","E5A 1V4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V5","E5A 1V5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V6","E5A 1V6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V7","E5A 1V7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V8","E5A 1V8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1V9","E5A 1V9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W1","E5A 1W1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W2","E5A 1W2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W3","E5A 1W3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W4","E5A 1W4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W5","E5A 1W5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W6","E5A 1W6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W7","E5A 1W7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W8","E5A 1W8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1W9","E5A 1W9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X1","E5A 1X1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X2","E5A 1X2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X3","E5A 1X3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X4","E5A 1X4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X5","E5A 1X5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X6","E5A 1X6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X7","E5A 1X7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X8","E5A 1X8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1X9","E5A 1X9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y1","E5A 1Y1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y3","E5A 1Y3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y4","E5A 1Y4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y6","E5A 1Y6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y7","E5A 1Y7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y8","E5A 1Y8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Y9","E5A 1Y9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z1","E5A 1Z1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z2","E5A 1Z2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z3","E5A 1Z3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z4","E5A 1Z4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z5","E5A 1Z5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z6","E5A 1Z6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z7","E5A 1Z7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z8","E5A 1Z8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 1Z9","E5A 1Z9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A1","E5A 2A1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A2","E5A 2A2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A3","E5A 2A3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A4","E5A 2A4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A5","E5A 2A5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A6","E5A 2A6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A7","E5A 2A7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A8","E5A 2A8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2A9","E5A 2A9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B1","E5A 2B1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B2","E5A 2B2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B3","E5A 2B3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B4","E5A 2B4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B5","E5A 2B5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B6","E5A 2B6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B7","E5A 2B7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B8","E5A 2B8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2B9","E5A 2B9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C1","E5A 2C1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C2","E5A 2C2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C3","E5A 2C3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C4","E5A 2C4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C5","E5A 2C5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C6","E5A 2C6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C7","E5A 2C7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C8","E5A 2C8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2C9","E5A 2C9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E1","E5A 2E1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E2","E5A 2E2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E3","E5A 2E3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E4","E5A 2E4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E5","E5A 2E5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E6","E5A 2E6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E7","E5A 2E7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E8","E5A 2E8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2E9","E5A 2E9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G1","E5A 2G1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G2","E5A 2G2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G3","E5A 2G3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G4","E5A 2G4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G5","E5A 2G5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G6","E5A 2G6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G7","E5A 2G7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G8","E5A 2G8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2G9","E5A 2G9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H1","E5A 2H1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H2","E5A 2H2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H3","E5A 2H3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H4","E5A 2H4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H5","E5A 2H5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H6","E5A 2H6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H7","E5A 2H7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H8","E5A 2H8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2H9","E5A 2H9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J1","E5A 2J1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J2","E5A 2J2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J3","E5A 2J3",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J4","E5A 2J4",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J5","E5A 2J5",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J6","E5A 2J6",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J7","E5A 2J7",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J8","E5A 2J8",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2J9","E5A 2J9",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2K1","E5A 2K1",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
"CAN","*","*","E5A 2K2","E5A 2K2",0,"*","*","*","*","*",6000,"W=1@.5724","Remote Shipping East","*"
